date,tmax,tmin,precip_mm,rain_mm,snow_cm,wind_max_kmh,is_forecast
2024-03-21,-0.2,-6.1,0.0,0.0,0.0,22.4,0
2024-03-22,-2.1,-7.2,6.4,0.0,4.48,22.8,0
2024-03-23,2.1,-5.1,1.5,0.0,1.05,20.8,0
2024-03-24,1.0,-9.7,0.0,0.0,0.0,17.1,0
2024-03-25,7.9,-0.7,0.0,0.0,0.0,25.7,0
2024-03-26,9.1,4.1,5.0,5.0,0.0,20.6,0
2024-03-27,10.9,3.8,2.5,2.5,0.0,25.0,0
2024-03-28,9.1,-3.4,0.0,0.0,0.0,16.9,0
2024-03-29,7.0,-2.1,0.0,0.0,0.0,22.1,0
2024-03-30,6.3,-2.7,0.3,0.3,0.0,15.6,0
2024-03-31,6.9,-0.2,0.0,0.0,0.0,17.7,0
2024-04-01,10.4,0.6,0.0,0.0,0.0,14.5,0
2024-04-02,5.8,4.3,3.8,3.8,0.0,39.2,0
2024-04-03,6.0,1.6,44.8,42.4,1.68,37.9,0
2024-04-04,3.9,0.3,7.6,7.2,0.28,27.9,0
2024-04-05,6.3,-0.4,1.6,0.7,0.63,25.8,0
2024-04-06,12.4,2.4,0.0,0.0,0.0,25.0,0
2024-04-07,12.5,1.8,0.0,0.0,0.0,20.2,0
2024-04-08,12.0,3.0,0.1,0.1,0.0,12.7,0
2024-04-09,15.0,3.3,0.0,0.0,0.0,17.6,0
2024-04-10,16.6,6.1,0.0,0.0,0.0,17.4,0
2024-04-11,12.4,7.7,17.2,17.2,0.0,23.9,0
2024-04-12,11.6,4.9,33.1,33.1,0.0,33.5,0
2024-04-13,12.3,3.5,5.5,5.5,0.0,34.9,0
2024-04-14,14.8,4.7,4.7,4.7,0.0,15.5,0
2024-04-15,16.8,4.3,0.1,0.1,0.0,24.6,0
2024-04-16,14.4,4.7,0.0,0.0,0.0,18.1,0
2024-04-17,8.6,4.6,10.5,10.5,0.0,35.9,0
2024-04-18,16.5,7.2,1.4,1.4,0.0,26.5,0
2024-04-19,16.0,6.6,1.9,1.9,0.0,27.2,0
2024-04-20,9.6,3.5,0.8,0.8,0.0,27.0,0
2024-04-21,9.7,0.8,0.1,0.1,0.0,26.5,0
2024-04-22,10.4,-0.6,0.0,0.0,0.0,21.7,0
2024-04-23,16.2,6.8,3.7,3.7,0.0,31.7,0
2024-04-24,9.5,1.6,2.9,2.9,0.0,24.1,0
2024-04-25,7.0,-0.7,0.0,0.0,0.0,15.9,0
2024-04-26,10.4,-1.9,0.0,0.0,0.0,24.4,0
2024-04-27,15.6,6.2,7.8,7.8,0.0,24.6,0
2024-04-28,20.6,12.1,2.9,2.9,0.0,21.0,0
2024-04-29,12.1,7.8,7.9,7.9,0.0,22.1,0
2024-04-30,14.4,8.3,9.6,9.6,0.0,12.4,0
2024-05-01,14.3,6.2,0.0,0.0,0.0,20.5,0
2024-05-02,16.9,10.2,0.0,0.0,0.0,24.2,0
2024-05-03,15.2,8.8,2.2,2.2,0.0,21.7,0
2024-05-04,16.8,11.3,0.0,0.0,0.0,20.1,0
2024-05-05,18.2,11.1,11.0,11.0,0.0,12.7,0
2024-05-06,18.9,8.4,0.0,0.0,0.0,20.0,0
2024-05-07,17.7,7.3,0.5,0.5,0.0,16.1,0
2024-05-08,20.5,9.4,1.5,1.5,0.0,34.2,0
2024-05-09,14.4,7.4,0.3,0.3,0.0,12.2,0
2024-05-10,15.5,7.8,0.2,0.2,0.0,11.6,0
2024-05-11,15.1,6.5,2.5,2.5,0.0,17.3,0
2024-05-12,16.5,8.0,0.9,0.9,0.0,19.5,0
2024-05-13,22.0,9.6,0.7,0.7,0.0,21.8,0
2024-05-14,19.9,12.3,4.1,4.1,0.0,12.5,0
2024-05-15,18.9,11.2,0.3,0.3,0.0,17.8,0
2024-05-16,19.6,10.7,0.0,0.0,0.0,11.3,0
2024-05-17,17.9,11.7,6.9,6.9,0.0,14.7,0
2024-05-18,19.9,12.5,0.1,0.1,0.0,11.8,0
2024-05-19,20.4,11.7,0.0,0.0,0.0,9.7,0
2024-05-20,23.8,11.6,0.5,0.5,0.0,10.4,0
2024-05-21,26.3,15.1,2.1,2.1,0.0,16.2,0
2024-05-22,24.9,14.6,6.8,6.8,0.0,25.8,0
2024-05-23,24.7,14.8,0.0,0.0,0.0,21.9,0
2024-05-24,23.3,14.1,0.0,0.0,0.0,16.6,0
2024-05-25,19.2,12.3,3.6,3.6,0.0,17.4,0
2024-05-26,20.9,11.9,0.0,0.0,0.0,29.0,0
2024-05-27,23.6,15.0,34.3,34.3,0.0,31.3,0
2024-05-28,20.2,13.9,1.4,1.4,0.0,20.7,0
2024-05-29,19.8,11.6,0.2,0.2,0.0,21.3,0
2024-05-30,19.0,8.8,0.0,0.0,0.0,23.3,0
2024-05-31,21.3,9.3,0.0,0.0,0.0,21.9,0
2024-06-01,21.7,8.2,0.0,0.0,0.0,11.0,0
2024-06-02,18.4,14.2,3.6,3.6,0.0,9.7,0
2024-06-03,21.5,15.3,1.2,1.2,0.0,10.9,0
2024-06-04,23.5,14.2,0.0,0.0,0.0,11.6,0
2024-06-05,23.3,16.0,2.8,2.8,0.0,16.3,0
2024-06-06,24.1,17.4,3.3,3.3,0.0,20.4,0
2024-06-07,20.3,14.8,4.8,4.8,0.0,20.9,0
2024-06-08,21.2,12.7,2.3,2.3,0.0,25.0,0
2024-06-09,18.5,11.6,6.4,6.4,0.0,22.0,0
2024-06-10,17.6,11.4,0.6,0.6,0.0,21.4,0
2024-06-11,16.4,10.7,0.0,0.0,0.0,13.6,0
2024-06-12,20.8,11.3,0.0,0.0,0.0,14.1,0
2024-06-13,27.7,16.0,8.9,8.9,0.0,28.5,0
2024-06-14,24.3,15.4,0.2,0.2,0.0,19.8,0
2024-06-15,21.7,12.9,0.0,0.0,0.0,18.4,0
2024-06-16,20.8,12.3,0.0,0.0,0.0,17.3,0
2024-06-17,28.8,14.5,0.2,0.2,0.0,22.4,0
2024-06-18,29.7,20.2,0.1,0.1,0.0,18.6,0
2024-06-19,30.4,21.5,0.0,0.0,0.0,17.3,0
2024-06-20,27.5,21.8,15.9,15.9,0.0,16.4,0
2024-06-21,24.7,20.4,3.2,3.2,0.0,15.8,0
2024-06-22,22.8,18.1,5.6,5.6,0.0,16.5,0
2024-06-23,27.8,18.1,3.6,3.6,0.0,36.7,0
2024-06-24,27.6,16.8,0.0,0.0,0.0,23.2,0
2024-06-25,24.8,15.4,4.1,4.1,0.0,29.1,0
2024-06-26,28.6,17.8,6.5,6.5,0.0,19.2,0
2024-06-27,22.4,14.3,0.0,0.0,0.0,20.5,0
2024-06-28,22.0,11.3,0.1,0.1,0.0,20.2,0
2024-06-29,27.4,17.4,10.9,10.9,0.0,26.4,0
2024-06-30,22.2,14.9,0.1,0.1,0.0,27.6,0
2024-07-01,24.1,11.5,0.0,0.0,0.0,15.2,0
2024-07-02,23.3,12.9,0.0,0.0,0.0,18.0,0
2024-07-03,27.6,19.4,5.1,5.1,0.0,27.2,0
2024-07-04,28.2,18.2,0.1,0.1,0.0,15.5,0
2024-07-05,27.5,18.3,3.1,3.1,0.0,13.7,0
2024-07-06,27.5,18.8,1.5,1.5,0.0,20.1,0
2024-07-07,25.7,16.2,0.2,0.2,0.0,13.4,0
2024-07-08,27.1,16.5,0.0,0.0,0.0,14.2,0
2024-07-09,28.6,20.4,0.5,0.5,0.0,14.8,0
2024-07-10,23.5,20.1,28.2,28.2,0.0,23.7,0
2024-07-11,26.5,19.2,10.9,10.9,0.0,22.4,0
2024-07-12,26.1,17.3,0.4,0.4,0.0,11.6,0
2024-07-13,26.5,17.9,0.2,0.2,0.0,15.7,0
2024-07-14,27.6,17.2,4.7,4.7,0.0,18.8,0
2024-07-15,25.9,20.1,6.4,6.4,0.0,17.6,0
2024-07-16,29.2,20.6,11.5,11.5,0.0,19.2,0
2024-07-17,27.0,19.6,1.7,1.7,0.0,18.1,0
2024-07-18,22.8,15.7,0.0,0.0,0.0,19.9,0
2024-07-19,23.1,12.9,0.0,0.0,0.0,19.8,0
2024-07-20,25.6,14.5,0.3,0.3,0.0,19.9,0
2024-07-21,26.0,17.2,0.9,0.9,0.0,15.1,0
2024-07-22,26.2,15.4,0.0,0.0,0.0,16.0,0
2024-07-23,26.5,17.9,0.4,0.4,0.0,13.3,0
2024-07-24,26.4,18.6,2.0,2.0,0.0,24.6,0
2024-07-25,24.3,15.7,0.0,0.0,0.0,19.7,0
2024-07-26,25.3,15.3,0.0,0.0,0.0,15.9,0
2024-07-27,26.4,15.0,0.0,0.0,0.0,13.0,0
2024-07-28,28.2,16.6,0.0,0.0,0.0,12.6,0
2024-07-29,28.3,18.2,0.0,0.0,0.0,12.7,0
2024-07-30,27.9,20.8,7.7,7.7,0.0,14.5,0
2024-07-31,31.1,20.8,1.1,1.1,0.0,17.4,0
2024-08-01,29.1,20.7,0.0,0.0,0.0,10.7,0
2024-08-02,26.6,21.3,13.2,13.2,0.0,9.4,0
2024-08-03,28.0,21.2,0.0,0.0,0.0,15.7,0
2024-08-04,31.1,19.7,0.0,0.0,0.0,17.2,0
2024-08-05,25.9,19.4,3.4,3.4,0.0,14.2,0
2024-08-06,21.0,17.9,5.7,5.7,0.0,15.5,0
2024-08-07,23.4,16.4,0.0,0.0,0.0,18.4,0
2024-08-08,24.2,18.4,6.2,6.2,0.0,20.5,0
2024-08-09,28.8,18.6,14.6,14.6,0.0,22.9,0
2024-08-10,23.9,16.2,0.3,0.3,0.0,27.8,0
2024-08-11,22.1,15.1,1.5,1.5,0.0,29.5,0
2024-08-12,24.8,15.0,0.3,0.3,0.0,16.7,0
2024-08-13,26.0,16.0,0.1,0.1,0.0,14.0,0
2024-08-14,27.6,16.6,0.0,0.0,0.0,14.1,0
2024-08-15,26.9,17.2,0.0,0.0,0.0,12.6,0
2024-08-16,26.9,19.0,4.5,4.5,0.0,18.9,0
2024-08-17,24.8,21.2,2.9,2.9,0.0,20.9,0
2024-08-18,25.4,19.8,6.9,6.9,0.0,24.6,0
2024-08-19,20.2,14.9,0.5,0.5,0.0,26.8,0
2024-08-20,19.3,12.5,0.0,0.0,0.0,25.8,0
2024-08-21,21.0,12.3,0.0,0.0,0.0,20.9,0
2024-08-22,24.9,13.4,0.1,0.1,0.0,16.4,0
2024-08-23,24.1,12.6,0.0,0.0,0.0,24.4,0
2024-08-24,24.7,13.2,0.1,0.1,0.0,15.3,0
2024-08-25,25.7,15.9,0.1,0.1,0.0,10.8,0
2024-08-26,26.3,16.7,0.0,0.0,0.0,11.5,0
2024-08-27,29.9,19.5,0.3,0.3,0.0,14.1,0
2024-08-28,24.6,18.7,1.5,1.5,0.0,18.4,0
2024-08-29,20.6,17.2,0.0,0.0,0.0,13.0,0
2024-08-30,24.5,15.9,0.0,0.0,0.0,12.1,0
2024-08-31,27.7,19.1,6.7,6.7,0.0,17.0,0
2024-09-01,26.1,16.6,0.3,0.3,0.0,23.7,0
2024-09-02,20.2,13.1,0.0,0.0,0.0,20.3,0
2024-09-03,22.0,10.2,0.0,0.0,0.0,19.7,0
2024-09-04,23.7,12.2,0.0,0.0,0.0,11.6,0
2024-09-05,24.7,16.9,0.0,0.0,0.0,17.1,0
2024-09-06,24.6,14.9,15.0,15.0,0.0,20.9,0
2024-09-07,16.3,10.5,6.7,6.7,0.0,27.8,0
2024-09-08,19.0,9.3,0.2,0.2,0.0,31.8,0
2024-09-09,19.4,13.6,9.6,9.6,0.0,15.9,0
2024-09-10,21.1,11.1,0.0,0.0,0.0,12.6,0
2024-09-11,22.5,12.0,0.0,0.0,0.0,10.2,0
2024-09-12,23.9,14.3,0.0,0.0,0.0,11.0,0
2024-09-13,25.2,15.5,0.0,0.0,0.0,10.2,0
2024-09-14,23.9,16.7,0.0,0.0,0.0,11.2,0
2024-09-15,24.4,17.2,0.0,0.0,0.0,11.5,0
2024-09-16,24.5,15.9,0.0,0.0,0.0,9.2,0
2024-09-17,23.2,16.5,0.0,0.0,0.0,11.2,0
2024-09-18,22.9,16.5,0.0,0.0,0.0,13.0,0
2024-09-19,23.8,15.6,0.0,0.0,0.0,11.5,0
2024-09-20,23.3,15.4,0.1,0.1,0.0,14.5,0
2024-09-21,23.6,16.1,3.2,3.2,0.0,14.2,0
2024-09-22,23.1,15.7,1.0,1.0,0.0,14.1,0
2024-09-23,21.8,17.8,19.4,19.4,0.0,19.3,0
2024-09-24,19.1,17.2,6.8,6.8,0.0,21.3,0
2024-09-25,21.9,17.3,12.9,12.9,0.0,22.7,0
2024-09-26,23.8,15.3,0.0,0.0,0.0,12.3,0
2024-09-27,21.3,14.7,0.0,0.0,0.0,18.5,0
2024-09-28,21.2,18.0,0.4,0.4,0.0,26.1,0
2024-09-29,22.5,17.4,0.4,0.4,0.0,16.8,0
2024-09-30,21.0,15.9,0.0,0.0,0.0,15.8,0
2024-10-01,22.0,14.3,15.3,15.3,0.0,30.4,0
2024-10-02,19.0,11.6,6.0,6.0,0.0,25.6,0
2024-10-03,22.5,10.3,0.0,0.0,0.0,18.1,0
2024-10-04,21.2,11.3,1.7,1.7,0.0,14.5,0
2024-10-05,18.4,9.0,0.0,0.0,0.0,13.5,0
2024-10-06,21.7,14.1,29.3,29.3,0.0,22.6,0
2024-10-07,16.6,9.2,0.1,0.1,0.0,23.5,0
2024-10-08,16.1,8.2,0.1,0.1,0.0,23.4,0
2024-10-09,13.9,6.1,0.1,0.1,0.0,27.3,0
2024-10-10,14.1,4.9,0.0,0.0,0.0,16.8,0
2024-10-11,21.0,5.0,0.0,0.0,0.0,30.5,0
2024-10-12,18.4,8.4,0.0,0.0,0.0,26.4,0
2024-10-13,13.1,7.8,1.7,1.7,0.0,23.4,0
2024-10-14,10.1,5.6,1.3,1.3,0.0,26.4,0
2024-10-15,10.5,3.2,0.3,0.3,0.0,24.2,0
2024-10-16,10.5,4.5,0.0,0.0,0.0,20.1,0
2024-10-17,13.3,2.2,0.0,0.0,0.0,13.4,0
2024-10-18,16.3,2.7,0.0,0.0,0.0,11.8,0
2024-10-19,17.1,4.2,0.0,0.0,0.0,15.6,0
2024-10-20,20.6,8.3,0.0,0.0,0.0,18.8,0
2024-10-21,23.1,13.8,0.0,0.0,0.0,14.9,0
2024-10-22,20.8,10.6,0.0,0.0,0.0,16.8,0
2024-10-23,21.6,10.5,0.2,0.2,0.0,26.5,0
2024-10-24,11.2,5.0,0.0,0.0,0.0,18.1,0
2024-10-25,13.3,4.8,1.9,1.9,0.0,18.9,0
2024-10-26,11.8,5.2,0.5,0.5,0.0,25.4,0
2024-10-27,12.5,2.2,0.0,0.0,0.0,16.7,0
2024-10-28,10.4,2.8,0.1,0.1,0.0,23.5,0
2024-10-29,16.4,7.1,9.3,9.3,0.0,17.7,0
2024-10-30,21.2,14.9,0.0,0.0,0.0,27.2,0
2024-10-31,21.5,15.8,0.4,0.4,0.0,32.5,0
2024-11-01,18.0,6.9,0.0,0.0,0.0,29.5,0
2024-11-02,9.5,2.9,0.0,0.0,0.0,16.3,0
2024-11-03,9.8,2.7,0.0,0.0,0.0,24.9,0
2024-11-04,15.6,9.8,0.4,0.4,0.0,24.2,0
2024-11-05,20.6,14.8,0.3,0.3,0.0,28.4,0
2024-11-06,20.4,13.9,1.9,1.9,0.0,28.5,0
2024-11-07,13.9,9.2,0.0,0.0,0.0,18.9,0
2024-11-08,12.7,5.0,0.0,0.0,0.0,28.5,0
2024-11-09,7.7,0.4,0.0,0.0,0.0,10.5,0
2024-11-10,12.8,5.7,6.4,6.4,0.0,23.7,0
2024-11-11,13.6,7.6,0.4,0.4,0.0,27.9,0
2024-11-12,7.0,1.9,0.0,0.0,0.0,25.5,0
2024-11-13,7.1,1.5,0.0,0.0,0.0,23.2,0
2024-11-14,9.2,6.6,1.9,1.9,0.0,23.0,0
2024-11-15,9.1,6.5,2.2,2.2,0.0,13.0,0
2024-11-16,10.8,5.0,0.0,0.0,0.0,18.4,0
2024-11-17,10.3,2.3,0.1,0.1,0.0,16.2,0
2024-11-18,12.7,6.0,0.5,0.5,0.0,13.6,0
2024-11-19,9.1,5.1,0.8,0.8,0.0,22.6,0
2024-11-20,10.2,5.8,14.1,14.1,0.0,25.6,0
2024-11-21,5.6,2.7,4.3,4.3,0.0,23.3,0
2024-11-22,6.9,4.0,1.7,1.7,0.0,20.2,0
2024-11-23,8.2,3.0,0.0,0.0,0.0,18.8,0
2024-11-24,6.6,1.9,0.0,0.0,0.0,18.4,0
2024-11-25,6.9,-0.1,1.2,1.2,0.0,18.7,0
2024-11-26,7.7,3.6,2.8,2.8,0.0,25.6,0
2024-11-27,4.3,0.5,0.0,0.0,0.0,21.9,0
2024-11-28,5.4,1.0,1.6,0.2,0.98,17.3,0
2024-11-29,1.6,-1.1,0.1,0.0,0.14,22.1,0
2024-11-30,0.6,-1.9,0.3,0.0,0.21,25.9,0
2024-12-01,1.9,-2.7,0.1,0.0,0.07,22.1,0
2024-12-02,3.3,-3.4,0.0,0.0,0.0,11.8,0
2024-12-03,1.9,-2.7,0.1,0.0,0.07,13.0,0
2024-12-04,1.7,-1.1,3.1,0.2,2.03,32.5,0
2024-12-05,1.4,-4.0,1.6,0.1,1.05,29.9,0
2024-12-06,-1.9,-6.7,0.0,0.0,0.0,22.0,0
2024-12-07,2.4,-2.6,2.5,0.5,1.4,25.0,0
2024-12-08,6.3,2.3,0.1,0.1,0.0,23.3,0
2024-12-09,4.2,0.8,10.7,10.7,0.0,25.9,0
2024-12-10,6.7,2.9,5.0,5.0,0.0,9.7,0
2024-12-11,4.7,-0.3,1.9,1.9,0.0,20.2,0
2024-12-12,-0.6,-6.5,0.0,0.0,0.0,34.1,0
2024-12-13,-3.3,-7.8,0.0,0.0,0.0,16.8,0
2024-12-14,0.2,-8.0,0.0,0.0,0.0,22.1,0
2024-12-15,2.7,-0.7,1.1,1.1,0.0,21.8,0
2024-12-16,7.7,3.2,15.5,15.5,0.0,18.6,0
2024-12-17,9.1,2.8,0.8,0.8,0.0,25.6,0
2024-12-18,3.4,1.0,1.0,0.9,0.07,16.1,0
2024-12-19,0.7,-2.2,0.0,0.0,0.0,17.9,0
2024-12-20,-2.2,-4.0,3.1,0.1,2.1,17.1,0
2024-12-21,-4.3,-12.4,0.3,0.0,0.21,19.1,0
2024-12-22,-7.1,-16.8,0.0,0.0,0.0,9.9,0
2024-12-23,1.1,-7.0,6.1,0.3,4.06,20.2,0
2024-12-24,1.5,-2.1,2.9,0.3,1.82,11.6,0
2024-12-25,-0.6,-3.9,0.0,0.0,0.0,10.9,0
2024-12-26,0.4,-4.0,0.0,0.0,0.0,12.2,0
2024-12-27,2.6,0.2,0.0,0.0,0.0,20.2,0
2024-12-28,9.6,2.6,2.4,2.4,0.0,17.3,0
2024-12-29,10.2,2.5,21.5,21.5,0.0,23.8,0
2024-12-30,10.0,2.6,3.5,3.5,0.0,33.0,0
2024-12-31,4.0,-0.9,3.1,3.1,0.0,23.3,0
2025-01-01,3.9,0.4,2.0,2.0,0.0,23.0,0
2025-01-02,0.7,-2.5,0.0,0.0,0.0,25.0,0
2025-01-03,-0.2,-5.6,0.1,0.0,0.07,24.0,0
2025-01-04,-2.1,-5.3,0.8,0.0,0.56,31.9,0
2025-01-05,-1.9,-4.5,0.4,0.0,0.28,23.8,0
2025-01-06,-3.6,-9.9,0.0,0.0,0.0,17.9,0
2025-01-07,-4.9,-9.5,0.2,0.0,0.14,20.2,0
2025-01-08,-7.1,-12.9,0.1,0.0,0.07,20.8,0
2025-01-09,-7.0,-10.1,0.0,0.0,0.0,17.7,0
2025-01-10,-2.2,-11.7,1.9,0.0,1.33,13.8,0
2025-01-11,-1.9,-4.9,3.0,0.0,2.1,12.1,0
2025-01-12,0.5,-2.3,0.9,0.0,0.63,19.4,0
2025-01-13,1.3,-4.9,2.1,0.3,1.26,24.7,0
2025-01-14,-5.6,-8.2,0.0,0.0,0.0,27.1,0
2025-01-15,-3.3,-9.0,0.1,0.0,0.07,20.2,0
2025-01-16,-4.0,-7.7,1.5,0.0,1.05,19.3,0
2025-01-17,2.2,-3.4,0.1,0.0,0.07,23.3,0
2025-01-18,2.7,-3.9,3.9,2.9,0.7,22.6,0
2025-01-19,-4.2,-8.6,0.5,0.0,0.42,12.1,0
2025-01-20,-8.9,-15.3,0.0,0.0,0.0,24.1,0
2025-01-21,-11.1,-15.3,0.0,0.0,0.0,22.8,0
2025-01-22,-7.7,-18.3,0.7,0.0,0.49,24.6,0
2025-01-23,-4.4,-7.6,1.1,0.0,0.77,21.8,0
2025-01-24,-5.6,-12.4,0.2,0.0,0.14,14.5,0
2025-01-25,-1.6,-9.6,0.0,0.0,0.0,26.2,0
2025-01-26,-0.4,-3.5,0.6,0.0,0.42,27.3,0
2025-01-27,-0.1,-5.4,0.7,0.0,0.49,31.5,0
2025-01-28,0.7,-11.4,3.4,0.0,2.38,24.6,0
2025-01-29,2.1,-9.2,1.7,0.5,0.84,28.9,0
2025-01-30,-0.2,-12.3,0.0,0.0,0.0,13.3,0
2025-01-31,1.9,-1.9,0.8,0.0,0.56,20.5,0
2025-02-01,-3.9,-14.5,0.0,0.0,0.0,21.9,0
2025-02-02,-2.2,-13.0,1.2,0.1,0.77,21.1,0
2025-02-03,1.5,-4.9,4.2,2.1,1.47,13.1,0
2025-02-04,-0.3,-9.3,0.4,0.0,0.28,22.2,0
2025-02-05,-5.9,-10.7,0.0,0.0,0.0,12.8,0
2025-02-06,0.7,-5.1,2.6,0.1,1.75,28.9,0
2025-02-07,-0.1,-7.8,0.6,0.0,0.42,29.6,0
2025-02-08,-2.1,-10.3,5.1,0.1,3.5,17.9,0
2025-02-09,-0.6,-5.0,5.2,0.0,3.64,19.4,0
2025-02-10,-4.8,-7.8,0.0,0.0,0.0,16.4,0
2025-02-11,-3.8,-9.9,0.2,0.0,0.14,13.3,0
2025-02-12,-2.2,-10.3,7.0,0.1,4.83,31.7,0
2025-02-13,1.9,-5.9,12.0,2.9,6.37,25.3,0
2025-02-14,-5.6,-8.0,0.0,0.0,0.0,22.4,0
2025-02-15,-0.2,-9.0,8.4,0.0,5.95,22.0,0
2025-02-16,-3.1,-7.5,19.8,0.0,13.86,24.6,0
2025-02-17,-7.5,-11.4,0.3,0.0,0.21,30.2,0
2025-02-18,-8.5,-12.4,2.0,0.1,1.33,26.6,0
2025-02-19,-8.5,-15.1,0.8,0.1,0.49,23.7,0
2025-02-20,-8.9,-12.4,0.6,0.0,0.42,17.2,0
2025-02-21,-6.6,-12.3,0.0,0.0,0.0,16.3,0
2025-02-22,-3.1,-11.0,0.1,0.0,0.07,20.3,0
2025-02-23,-0.2,-3.7,0.2,0.0,0.14,16.5,0
2025-02-24,4.1,-2.6,0.0,0.0,0.0,34.5,0
2025-02-25,4.1,1.7,0.3,0.3,0.0,15.9,0
2025-02-26,2.3,-4.2,0.0,0.0,0.0,15.2,0
2025-02-27,3.1,-0.6,5.4,1.6,2.66,18.4,0
2025-02-28,3.5,-7.9,1.3,0.2,0.77,23.0,0
2025-03-01,3.7,-11.7,0.1,0.0,0.07,28.3,0
2025-03-02,-5.9,-19.9,0.1,0.0,0.07,15.1,0
2025-03-03,1.0,-10.2,0.0,0.0,0.0,17.7,0
2025-03-04,4.1,-2.0,0.8,0.8,0.0,13.8,0
2025-03-05,6.7,1.9,15.1,15.1,0.0,21.8,0
2025-03-06,4.0,-4.9,1.5,1.0,0.35,34.9,0
2025-03-07,0.2,-3.8,0.1,0.0,0.07,25.7,0
2025-03-08,-1.4,-7.4,3.5,0.0,2.45,23.1,0
2025-03-09,4.6,-3.9,0.0,0.0,0.0,20.7,0
2025-03-10,7.7,0.4,0.0,0.0,0.0,22.3,0
2025-03-11,9.9,-1.8,0.0,0.0,0.0,19.0,0
2025-03-12,0.5,-4.6,0.0,0.0,0.0,19.2,0
2025-03-13,6.3,-1.5,0.0,0.0,0.0,14.7,0
2025-03-14,7.6,-1.2,0.0,0.0,0.0,17.3,0
2025-03-15,13.4,6.1,1.4,1.4,0.0,24.2,0
2025-03-16,13.8,3.6,24.2,24.2,0.0,35.5,0
2025-03-17,5.0,-2.3,0.0,0.0,0.0,18.7,0
2025-03-18,11.8,-0.1,0.0,0.0,0.0,15.8,0
2025-03-19,16.7,4.7,0.0,0.0,0.0,14.9,0
2025-03-20,11.3,0.8,2.3,2.3,0.0,27.5,0
2025-03-21,6.9,-2.0,0.0,0.0,0.0,20.6,0
2025-03-22,6.6,-4.0,0.1,0.1,0.0,27.4,0
2025-03-23,0.0,-4.2,0.0,0.0,0.0,23.1,0
2025-03-24,6.5,0.5,4.5,2.4,1.47,25.8,0
2025-03-25,3.6,-0.6,0.4,0.1,0.21,20.9,0
2025-03-26,2.5,-2.1,0.5,0.0,0.35,18.0,0
2025-03-27,9.5,-3.0,0.0,0.0,0.0,18.6,0
2025-03-28,4.0,-0.6,7.9,7.9,0.0,19.5,0
2025-03-29,2.5,0.3,7.5,7.5,0.0,20.7,0
2025-03-30,7.1,0.0,9.1,9.1,0.0,18.9,0
2025-03-31,11.4,0.1,0.9,0.9,0.0,24.5,0
2025-04-01,3.5,-2.4,0.0,0.0,0.0,16.3,0
2025-04-02,3.9,-0.6,13.7,8.8,3.43,32.1,0
2025-04-03,19.5,3.8,10.4,10.4,0.0,29.1,0
2025-04-04,9.1,1.1,0.0,0.0,0.0,10.1,0
2025-04-05,12.3,3.7,4.8,4.8,0.0,24.6,0
2025-04-06,6.0,0.9,0.0,0.0,0.0,17.9,0
2025-04-07,6.4,-2.1,0.1,0.1,0.0,28.4,0
2025-04-08,-1.4,-5.4,0.0,0.0,0.0,32.2,0
2025-04-09,5.3,-3.8,0.0,0.0,0.0,13.7,0
2025-04-10,3.7,-0.3,3.3,1.1,1.54,23.8,0
2025-04-11,5.6,1.5,0.4,0.4,0.0,15.3,0
2025-04-12,8.9,1.8,0.6,0.6,0.0,10.4,0
2025-04-13,12.2,1.6,0.0,0.0,0.0,11.7,0
2025-04-14,14.6,4.6,0.4,0.4,0.0,16.6,0
2025-04-15,11.2,2.4,0.6,0.6,0.0,28.1,0
2025-04-16,5.8,0.9,0.0,0.0,0.0,27.8,0
2025-04-17,9.6,-0.3,0.0,0.0,0.0,11.6,0
2025-04-18,17.4,3.3,1.8,1.8,0.0,19.4,0
2025-04-19,20.3,6.8,20.4,20.4,0.0,20.7,0
2025-04-20,9.1,1.6,0.0,0.0,0.0,16.7,0
2025-04-21,15.6,4.5,1.9,1.9,0.0,24.4,0
2025-04-22,13.9,6.3,0.0,0.0,0.0,24.1,0
2025-04-23,13.8,3.8,0.0,0.0,0.0,9.3,0
2025-04-24,20.9,7.0,0.8,0.8,0.0,12.7,0
2025-04-25,13.6,10.6,0.1,0.1,0.0,16.9,0
2025-04-26,11.9,5.4,2.1,2.1,0.0,32.3,0
2025-04-27,16.9,5.0,0.0,0.0,0.0,20.6,0
2025-04-28,17.7,4.6,0.0,0.0,0.0,11.9,0
2025-04-29,24.2,7.6,0.3,0.3,0.0,28.4,0
2025-04-30,10.2,1.4,0.0,0.0,0.0,26.0,0
2025-05-01,9.4,5.4,10.1,10.1,0.0,19.7,0
2025-05-02,20.0,7.1,1.7,1.7,0.0,21.9,0
2025-05-03,11.8,6.8,1.3,1.3,0.0,12.2,0
2025-05-04,14.5,6.4,1.5,1.5,0.0,16.0,0
2025-05-05,15.4,10.2,31.6,31.6,0.0,23.8,0
2025-05-06,17.4,9.0,4.1,4.1,0.0,23.1,0
2025-05-07,21.4,10.5,0.3,0.3,0.0,19.6,0
2025-05-08,10.9,6.9,0.1,0.1,0.0,17.8,0
2025-05-09,14.0,4.7,0.0,0.0,0.0,12.2,0
2025-05-10,20.1,5.7,0.0,0.0,0.0,19.7,0
2025-05-11,12.9,6.0,0.0,0.0,0.0,18.9,0
